name,slug,one_liner,long_description,website,batch,industry,subindustry,tags,team_size,status,stage,relevance_score,matched_keywords
Vibrant Labs,vibrant-labs,RL environments for long horizon AI Agents,We work on benchmarking and improving the long-horizon capabilities of AI Agents. We build out specialised environments to improve the long-horizon capabilities of browser and computer use agents. ,https://vibrantlabs.com/,Winter 2024,B2B,B2B -> Infrastructure,Artificial Intelligence; Developer Tools; Generative AI; Open Source,2,Active,Early,10,T2:\bcomputer use\b; T4:\binfrastructure\b; T4:\bdeveloper tool; T4:\bbrowser\b
Velum Labs,velum-labs,Firewall that controls access to information across AI and humans,"Velum is an open-source firewall for content-level access control across documents, databases, and applications. Admins define policies, and we apply them in real time across your entire stack to control what each recipient sees.

Our firewall sits between your data sources and consumers (LLMs, users, vendors), enforcing policies on every request. We understand meaning in text, documents, and databases to detect sensitive information based on your policies, then apply recipient-specific controls without blocking workflows.

Create policies in natural language. Teams write rules that define what's sensitive and who should access it, and Velum enforces them consistently across all systems. When authorization changes, we can reveal tokenized data just-in-time for approved recipients, maintaining both security and utility.

We integrate directly into your existing infrastructure. For AI workflows, we intercept prompts, responses, and retrievals to prevent sensitive information from leaking into or out of models. For enterprise systems like Salesforce, SAP, or Workday, we extend policy enforcement to exports, reports, and syncs.

Velum is designed for scale and compliance. We provide encryption and structure-preserving tokenization for high-throughput pipelines, with multi-cloud deployment options and configurable data residency per tenant to meet your compliance requirements.",https://www.velum-labs.com/,Winter 2026,B2B,B2B,Machine Learning; Security; Open Source; Privacy,2,Active,Early,9,T4:\binfrastructure\b; T4:\bauth; T4:\bcompliance\b; T4:\bdeploy
Ruma Care,ruma-care,We help clinics get patients on biologics faster,"Ruma Care automates prior authorizations - we’re starting with clinics that administer the most expensive specialty medications.

Biologics are expensive medications that cost $80-$150K+ per year per patient, and often need to be administered in specific settings called infusion clinics. Medical providers buy these drugs up front to secure pricing deals and safer inventory - they are reimbursed for the cost of the medications through the patients’ insurance. 

Because they’re so expensive, these specialty medications are denied by insurers at a rate of 37% each year. When they are denied, providers don’t get reimbursed for the medication and are left covering the costs. Ruma Care solves this so clinics get paid, patients get treated faster, and care teams spend less time fighting insurance. 

We do this in three ways: 
1. For each medication, diagnosis, and insurance combination, Ruma extracts the submission criteria required to get the drug approved by insurers. 
2. We pull out the correct forms, then automate the form-filling for prior authorizations. 
3. Lastly, we enroll patients in copay assistance programs, all in one workflow and platform. 

We turn a process that traditionally spans 70+ online portals, disparate paper forms, and manual phone calling into a single, streamlined platform. As we process prior authorizations, our models learn from denial patterns to understand exactly what insurers need to see to get a prior authorization approved. ",https://rumacare.com,Winter 2026,Healthcare,Healthcare,Healthcare; AI,2,Active,Early,9,T4:\bplatform\b; T4:\bauth; T4:\binsurance\b; T4:\bworkflow\b
OctaPulse,octapulse,Robotics and computer vision to automate fish farming from hatchery…,"OctaPulse uses AI vision to automate hatchery QA for fish farms, starting with broodstock phenotyping and juvenile deformity inspection. We cut inspection time from about 5 minutes to under 30 seconds per fish, with more than 90 percent accuracy, so farms advance only high quality fish and waste less feed and labor. Our goal is to bring automation across the entire fish production lifecycle for the $300B aquaculture industry.

Aquaculture is the fastest growing food sector, and has already surpassed commercial fishing for production of seafood. Yet two of the most critical QA and QC steps in fish production are still done by hand: phenotyping and deformity inspection. These processes are slow, error prone, and despised by technicians but vital for the success of the farm, so much so that farms spend >$200K a year on trained technicians and geneticists to operate. We’ve built an AI vision platform for vertically integrated finfish farms that drops into existing workflows starting in the hatchery, uses off the shelf cameras, standardizes these QA steps, and creates a proprietary multi species dataset that becomes the brain for future autonomous aquafarms. Phenotyping is the start, but the platform is designed to be a drop in solution that can easily expand into feeding, health monitoring, and processing so we can solve production problems across the lifecycle.

 We signed a 6-figure paid pilot with the largest trout producer in the United States, are deploying into 2 more farms early 2026, and trained models above 90 percent accuracy while cutting inspection time from 5 minutes to under 30 seconds. Each deployment adds labeled images to our dataset and improves cross species generalization.
",https://www.tryoctapulse.com/,Winter 2026,Industrials,Industrials -> Climate,Robotics; Computer Vision; Food Tech; Maritime,2,Active,Early,9,T4:\bplatform\b; T4:\bdeploy; T4:\bmonitor; T4:\bautomation\b
Unisson,unisson,The AI product specialist for customer-facing teams,"Unisson is building trusted AI subject-matter experts for teams that are responsible for customer deployments (technical customer success, implementation, sales engineering). Within 20 minutes, our agents learn to use any product and can be used by teams in Slack, text, or email. Our agents gather requirements and context from existing tools enabling them to handle complex tasks like customer health audits, onboarding, product administration, and custom integrations. 

With Unisson, customer-facing teams have 24/7 access to an AI SME, allowing them to scale and save thousands of hours every month. ",https://www.unisson.ai,Winter 2026,B2B,B2B -> Productivity,Workflow Automation; Enterprise Software; AI,2,Active,Early,9,T4:\bdeploy; T4:\bworkflow\b; T4:\bautomation\b; T4:\bcontext\b
Jinba,jinba,Automate any enterprise workflow through chat,"Jinba lets enterprise teams vibe-code AI workflows instead of drag and drop. Describe what you need in plain language, and your whole company can start using it immediately. No engineers required. Enterprise-grade permissions, audit logging, and on-prem deployment built in. We serve 40,000 enterprise users at major financial institutions.

Build something your colleagues want.",https://jinba.io,Winter 2026,B2B,B2B,Developer Tools; B2B; Workflow Automation; Enterprise; Enterprise Software,4,Active,Early,9,T4:\bdeveloper tool; T4:\bdeploy; T4:\bworkflow\b; T4:\bautomation\b
Maven,maven,Payment infrastructure built for voice,"Infrastructure for voice-native commerce. Add secure, conversational checkout to AI agents with a single API.",https://www.trymaven.com,Winter 2026,B2B,B2B,Developer Tools; Fintech; SaaS; Conversational AI,2,Active,Early,9,T4:\binfrastructure\b; T4:\bdeveloper tool; T4:\bapi\b; T4:\bpayment
MOVEdot,movedot,AI Agents for Hardware Engineering,"Our agents run hardware engineering tasks that normally take hours or days in just a few minutes, allowing engineers to process 100x more data and information. Our platform allows hardware engineers to orchestrate agents for tasks such as analyzing failures across entire test campaigns, pulling the right data and KPIs from their databases, checking how conditions (like temperature or load) affect performance and reliability, and then document findings in reports and dashboards.",https://www.movedot.ai/,Fall 2025,B2B,"B2B -> Engineering, Product and Design",Hardware; Manufacturing; AI; Automotive; Industrial,10,Active,Early,9,T2:\borchestrat.*ai\b; T2:\bai.*orchestrat; T4:\bplatform\b
The Context Company,the-context-company,Monitor AI agents and understand user behavior,"Understand user patterns and find silent failures in your AI agents.

The Context Company helps teams analyze AI agent conversations to surface user behavior patterns, performance trends, and moments where agents struggle - so teams know what’s working, what’s not, and what to improve next.

We turn raw conversations into structured signals: topic clustering, user feedback analysis, custom pattern tracking, and alerts. All alongside traditional observability like traces, tool calls, latency, and costs.

Get started in less than 10 lines of code.",https://thecontext.company,Fall 2025,B2B,"B2B -> Engineering, Product and Design",Artificial Intelligence; Developer Tools; B2B; Analytics; Monitoring,2,Active,Early,9,T4:\bdeveloper tool; T4:\bmonitor; T4:\bobservab; T4:\bcontext\b
Hypercubic,hypercubic,AI to maintain and modernize COBOL.,"Hypercubic is an AI-native maintenance and modernization platform for COBOL and mainframes.

We help enterprises understand and preserve their mission-critical legacy systems. About 70% of the Fortune 500 companies still rely on them to run their core business applications in banking, insurance, telecom, airlines, retail, and more.

These systems, originally built in the 1960s–90s, still power trillions in global infrastructure today but have become increasingly opaque as original developers retire or leave the workforce. 

We're laying the foundation to autonomously maintain and modernize these legacy systems to future-proof the backbone of the global economy.


Learn more at hypercubic.ai",https://www.hypercubic.ai/,Fall 2025,B2B,B2B,,2,Active,Early,9,T4:\binfrastructure\b; T4:\bplatform\b; T4:\bbanking\b; T4:\binsurance\b
MarkIt,markit,AI Agents for Trade Compliance - Saving Companies from Tariffs,"MarkIt builds AI agents that work directly inside the workflows trade professionals use every day — Excel, PDFs, broker portals, and more. 
From defensible classification, ACE report audits, and a self-updating system of record, it serves trade professionals end to end with agents intelligent enough to work in the complex environment. 

MarkIt brings reasoning, memory, and automation to global trade compliance, helping Suppliers, Brokers, and OEMs reduce errors, save time, and streamline operations in the growingly intense world of Global Trade.",https://markittrade.com,Fall 2025,B2B,B2B -> Supply Chain and Logistics,Workflow Automation; Logistics; Supply Chain; AI,2,Active,Early,9,T4:\bcompliance\b; T4:\bworkflow\b; T4:\bautomation\b; T4:\bmemory\b
Capacitive,capacitive,The enterprise data gateway company.,"Enterprise AI without your internal data is like a computer without internet. When vital information is scattered across Slack, Notion, and Salesforce, AI tools can't deliver. And connecting dozens of those tools directly to your systems introduces significant security vulnerabilities and maintenance challenges.

Capacitive offers a better way: connect us once to where your data lives, then create secure data gateways with granular cross-platform permissions, comprehensive monitoring, and robust security filtering. Supercharge tools like Cursor with product and team-level context — or use those access points via our built-in AI chat system, where your team can navigate your organization's knowledge and perform actions across platforms in one place.",https://capacitive.ai/,X25,B2B,"B2B -> Engineering, Product and Design",Developer Tools; SaaS,2,Active,Early,9,T4:\bplatform\b; T4:\bdeveloper tool; T4:\bmonitor; T4:\bcontext\b
Tinfoil,tinfoil,AI that runs on the cloud with the privacy of on-prem,"Tinfoil makes it easy to make your AI workloads provably private, without changing your code. You get the privacy of on-prem deployments, while running on the cloud.

We’ve built a full-stack platform on top of the latest NVIDIA GPUs offering confidential computing capabilities, meaning that you don’t have to tradeoff performance for privacy. 

Under the hood, we integrate a suite of recent advances in secure hardware technologies, in particular NVIDIA’s confidential compute mode available on Hopper and Blackwell. When combined with Tinfoil’s software stack, companies can prove their security claims rather than relying on unenforceable statements like ""trust us, we don’t log your queries.” Tinfoil guarantees that all data always stays private and cannot be accessed by anyone other than the end user — not even by Tinfoil or the cloud provider it’s processed on. 

The founding team combines deep academic and industry experience in security and internet protocols. Tanya was previously a systems engineer at Cloudflare, where she built Internet security protocols used by billions, and contributed to the Workers AI platform. Jules and Sacha recently completed their PhDs at MIT where they worked on secure hardware and privacy-preserving technologies. Jules has also worked at NVIDIA on their confidential computing team. Nate has deep infrastructure experience, starting in high school when he built a mini-CDN that got him an internship at Cloudflare. Tinfoil was born from our personal frustration with the false choice between access to powerful AI and data privacy.

As AI becomes tightly integrated into our lives and business workflows, it will touch an ever increasing amount of sensitive personal and proprietary data. Right now, the only solutions are DPAs, band-aids like PII redaction, or the nuclear option of running everything on-prem. These solutions are not scalable.  By making it easy to deploy provable privacy, Tinfoil promises to unlock significantly deeper AI adoption and integrations, just as TLS on the Internet enabled e-commerce to flourish by securing credit cards on the network.

If OpenAI is creating “God in a box”, we are putting God in a blackbox, so Satan can’t spy.",https://tinfoil.sh,X25,B2B,B2B -> Security,Artificial Intelligence; Security; Cryptography,4,Active,Early,9,T4:\binfrastructure\b; T4:\bplatform\b; T4:\btrust\b; T4:\bdeploy
Jazzberry,jazzberry,(formerly Prophet) Training LLMs to be expert software testers,We're creating an AI agent that orchestrates debugging tools and runs your code to find bugs. It's time to close the loop on vibe coding.,https://jazzberry.ai,X25,B2B,B2B,Developer Tools; Reinforcement Learning; SaaS; AI Assistant; ML,2,Active,Early,9,T2:\borchestrat.*ai\b; T2:\bai.*orchestrat; T4:\bdeveloper tool
Wavedash,wavedash,Helping game devs distribute builds to playtesters for rapid feedback,"Wavedash is an end-to-end video game development platform that automates expensive R&D workflows, saving studios time and money, helping them create and distribute better games, faster. ",https://wavedash.gg,X25,B2B,"B2B -> Engineering, Product and Design",Artificial Intelligence; Developer Tools; SaaS; Workflow Automation; Gaming,3,Active,Early,9,T4:\bplatform\b; T4:\bdeveloper tool; T4:\bworkflow\b; T4:\bautomation\b
Fluidize,fluidize,Helping scientists and engineers run experiments with AI. ,"Fluidize accelerates R&D for scientists and engineers by using AI to build and run simulations and experiments. Our platform speeds up development pipelines by automating setup, execution, validation, and scaling, allowing engineers to focus on their science.",https://fluidize.ai,Summer 2025,B2B,"B2B -> Engineering, Product and Design",Developer Tools; B2B; Open Source; Infrastructure; AI,3,Active,Early,9,T4:\binfrastructure\b; T4:\bplatform\b; T4:\bdeveloper tool; T4:\bexecution\b
Locata,locata,AI Referral Automation for Primary Care Clinics,"Locata is an AI referral management platform for Primary Care. We deploy AI agents to automate every step of the referral process that back-office staff face daily, from submitting prior authorizations to broadcasting updates and following up with patients. This frees up staff to focus on patient care.

Primary care back-offices are severely understaffed and overburdened by administrative work associated with referrals. Additionally, patients suffer navigating the complex referral process, which can have disastrous health effects if they don’t get the care they need. These factors point to a glaring gap in the system—where out of over 100 million specialist referrals issued annually in the US, only half are actually completed. Locata is tackling this problem head-on, saving administrative staff hours each week and ensuring that the referral process goes as smoothly as possible for patients and their providers.

Alejandro and Josh met at Stanford where they graduated with BS degrees in Computer Science. Alejandro was a senior software engineer at Meta’s Reality Labs where he led development of several AI features for wearable products and prior to that conducted AI research at Stanford Medicine. Josh graduated with a masters in Computer Science, specializing in AI, before working as a software engineer at Google where he developed AI products that served over 1 billion users.

Within two weeks of building our product, we signed a major regional health center and have saved them over 100 hours of work in our first month live.",https://www.locatahealth.com/,Summer 2025,Healthcare,Healthcare -> Healthcare IT,SaaS; Health Tech; B2B; AI,3,Active,Early,9,T4:\bplatform\b; T4:\bauth; T4:\bdeploy; T4:\bautomation\b
Perspectives Health,perspectives-health,Automating away admin for behavioral health clinics,"America is facing an addiction and mental health crisis. We're building a suite of AI agents to automate away the tasks that occupy half of the time and resources of behavioral health clinics—documentation, compliance, audits, and more.

We save time, money, and mental bandwidth so that clinicians can stop chasing insurance reimbursements and go back to saving lives. ",https://perspectiveshealth.ai/,Summer 2025,Healthcare,Healthcare -> Healthcare IT,Workflow Automation; Healthcare; Mental Health; Healthcare IT,4,Active,Early,9,T4:\bcompliance\b; T4:\binsurance\b; T4:\bworkflow\b; T4:\bautomation\b
RowFlow,rowflow,Replacing forms with AI conversations,"RowFlow replaces clunky web forms with natural conversations that run over text, slack, or wherever your users are. Our platform increases your form’s response rates while cutting your internal overhead in half. 

With RowFlow, you can take any existing form and instantly convert it into an AI-powered conversation. New flows launch in minutes and reach respondents over your preferred channel or embedded chat. We guide the exchange, follow up automatically, and return clean structured data without extra work from your team.

Forms power billions of business interactions yearly. Whether it’s forms for client intake, registrations, compliance, feedback, or surveys, they all follow the same painful pattern: low conversion, messy data, and frustrated users. Teams have long tolerated forms only because there's been no scalable alternative for collecting structured information from people - until now. Our goal is for RowFlow to become the new default way for how organizations collect user data in an AI-first world.",https://rowflow.ai,Summer 2025,B2B,B2B -> Operations,Artificial Intelligence; B2B; Workflow Automation; Chat,2,Active,Early,9,T4:\bplatform\b; T4:\bcompliance\b; T4:\bworkflow\b; T4:\bautomation\b
Luminal,luminal,Making AI run fast on any hardware.,"Luminal builds an ML framework and compiler that generates GPU code.
Our stack 10x's model speed while simplifying deployment and cutting idle GPU costs

Github: https://github.com/luminal-ai/luminal
Discord: https://discord.gg/APjuwHAbGy",https://luminal.com,Summer 2025,B2B,B2B -> Infrastructure,AIOps; Artificial Intelligence; Developer Tools; Cloud Computing,3,Active,Early,9,T4:\binfrastructure\b; T4:\bdeveloper tool; T4:\bframework\b; T4:\bdeploy
Promptless,promptless,An AI teammate that automatically updates your customer-facing docs,"Docs are integral to a great customer experience, but managing them is a challenging, multi-team effort. The most successful companies recognize that fantastic docs drive adoption and bad ones cause customers to churn. Promptless is used by fast-growing startups and Fortune 500 enterprises alike to automatically update docs based on feature releases, support tickets, internal Slack conversations, and more.

Promptless is designed to be flexible—it can integrate with any docs platform, be triggered automatically from many workflows, and can pull in context from any internal knowledge source.

With Promptless, documentation becomes a strategic advantage for growth, not a bottleneck or a liability. ",https://gopromptless.ai/,W25,B2B,"B2B -> Engineering, Product and Design",Developer Tools; Generative AI; SaaS; B2B; AI,2,Active,Early,9,T4:\bplatform\b; T4:\bdeveloper tool; T4:\bliability\b; T4:\bcontext\b
Tire Swing,tire-swing,AI for Healthcare Compliance,"Tire Swing saves healthcare organizations thousands of hours on routine regulatory compliance tasks.

Our AI platform enables compliance teams to search across thousands of regulations, prepare for audits, and find gaps in their policies and procedures. As regulatory changes occur we suggest corresponding updates to your documents.

Tire Swing takes the headache out of compliance so healthcare organizations can focus on their mission.


",https://gettireswing.com,W25,B2B,B2B -> Legal,Health Tech; Compliance; Legal; Healthcare; Health Insurance,2,Active,Early,9,T4:\bplatform\b; T4:\bcompliance\b; T4:\binsurance\b; T4:\blegal\b
Roark,roark,Datadog for Voice AI,"Roark monitors, evaluates and simulates real customer calls for Voice AI developers. Instead of spending hours manually calling their agent to test changes, teams can instantly simulate real scenarios and catch failures before customers do. 

Within just 10 days of launching, we signed 8 paying customers, reached $60k in ARR, and began processing over 10,000 calls per week.

Our team has been building together for over a decade. James previously built AngelList’s portfolio infrastructure supporting its growth from $10B to $124B asset under management, while Daniel was a founding engineer at Akiflow (YC S20) scaling it to $1.5M ARR with 10,000+ customers. 

Voice AI is the future of business calls, but today, teams either fly blind or build in-house solutions because no off-the-shelf tooling exists. Roark solves this, bringing the first real testing and analytics platform to the space.",https://roark.ai,W25,B2B,B2B -> Analytics,Analytics; AI; Conversational AI,2,Active,Early,9,T4:\binfrastructure\b; T4:\bplatform\b; T4:\bmonitor; T4:\bevaluat
Pig,pig,An API for automating Windows apps with AI,"Pig is an API to launch and automate Windows desktops. Pig's SDK tools plug into your agent loops to allow them to navigate UIs and integrate with software that doesn't have an API.
",https://pig.dev,W25,B2B,B2B -> Infrastructure,Developer Tools; Generative AI; Cloud Computing,1,Active,Early,9,T4:\binfrastructure\b; T4:\bdeveloper tool; T4:\bapi\b; T4:\bsdk\b
Revyl,revyl,Proactive observability,Revyl is a proactive observability platform that automatically catches and triages bugs before they reach production.,https://www.revyl.ai,F24,B2B,B2B -> Infrastructure,Artificial Intelligence; Developer Tools; B2B; Infrastructure,3,Active,Early,9,T4:\binfrastructure\b; T4:\bplatform\b; T4:\bdeveloper tool; T4:\bobservab
CTGT,ctgt,Entirely New AI Stack: Efficient and Safe Alternative to LLM Ecosystem,"CTGT is building the next evolution of AI, towards intelligence that is foundationally designed to be efficient and trustworthy. Our enterprise-grade platform prevents AI hallucinations and errors in real-time while maximizing ROI. Based on seminal research that opens the ""black box"" of AI, we enable Fortune 500 companies to deploy AI with confidence through automated risk prevention, comprehensive audit trails, and institutional-grade security controls. With AI adoption surging to 72%, we help organizations avoid costly mistakes and reputation damage while achieving 99.99% reliability and 10x faster deployment times. Trusted by industry leaders and backed by prominent investors, CTGT transforms AI from a liability into a competitive advantage.",https://www.ctgt.ai/,F24,B2B,B2B -> Infrastructure,Artificial Intelligence; Deep Learning; SaaS; B2B; Enterprise,2,Active,Early,9,T4:\binfrastructure\b; T4:\bplatform\b; T4:\bliability\b; T4:\bdeploy
Maitai,maitai,"Reliable, self-improving enterprise AI","Maitai makes building reliable AI applications easy. We autocorrect faulty model output in real-time and automatically fine-tune models that learn from their mistakes. This means our customers get more reliable results immediately, and over time, they gain custom models built specifically for their application that only get better and faster. You wouldn’t hire an employee who doesn’t learn from their mistakes—so why use a model that doesn’t? Maitai is here to deliver the next generation of reliable AI inference.",https://trymaitai.ai,S24,B2B,"B2B -> Engineering, Product and Design",AIOps; Artificial Intelligence; Developer Tools; Enterprise; AI,6,Active,Early,9,T2:\binference\b; T2:\bfine-tun; T4:\bdeveloper tool
expand.ai,expand-ai,Turn any website into an API.,"expand.ai instantly turns any website into a type-safe API you can rely on.

You can either request data from any website instantly or let expand.ai build up datasets for you.

We take care of the hard parts like dealing with bot protection, scaling browser infrastructure and making sure that we only extract verified, correct information.",https://expand.ai/,S24,B2B,B2B,Developer Tools; Infrastructure,2,Active,Early,9,T4:\binfrastructure\b; T4:\bdeveloper tool; T4:\bapi\b; T4:\bbrowser\b
ReactWise,reactwise,AI Co-Pilot for Chemical Process Optimization,"Our Mission: 
We aim to accelerate and automate chemical process development by equipping wet-lab chemists with the power of data-driven optimization and robotic execution of experiments.


The Problem: 
The discovery of novel pharmaceuticals is one of our most important weapons in fighting disease. However, the drug development pipeline is often held up for many months during the design of chemical processes to manufacture these drugs at scale, delaying FDA trials and lengthening the time until drug launch. Designing chemical processes involves the identification of suitable parameters such as catalyst/temperature/solvent. Currently process development is often done via tedious trial-and-error experimentation (slow) or exhaustive screening (expensive and wasteful).


Our Approach: 
In our research, we have developed algorithms for chemical process optimization, which leverage transfer learning and Bayesian optimization. We validated the algorithms in the wet lab, showing an up to 95% reduction in required experiments and cost compared to exhaustive screening. We have made our approaches accessible to chemists through our user-friendly no-code software platform and to automated laboratory equipment with our API.",https://www.reactwise.com/,S24,B2B,"B2B -> Engineering, Product and Design",,2,Active,Early,9,T4:\bplatform\b; T4:\bapi\b; T4:\bpipeline\b; T4:\bexecution\b
Handled,handled,Automating post-order operations for e-commerce brands and 3PLs,"Post-order operations are one of the least automated parts of e-commerce. After an order is placed, teams still spend their days tracking shipments, chasing exceptions, processing returns, adjusting invoices, and answering “Can you check this?” requests. This manual busywork lives outside core systems and scales linearly with order volume, forcing brands and 3PLs to keep adding headcount as they scale.

Handled is an operations automation platform for e-commerce brands and the 3PLs that run their order fulfillment. We execute the manual work that happens after an order is placed by unifying post-order data across commerce, warehouse, carrier, and support systems.
Handled gives teams real-time visibility across orders, shipments, returns, and inventory in one system — eliminating the need to dig through disconnected tools or react only after customers complain. When issues occur, Handled automatically executes the follow-up work, such as resolving shipment delays, processing returns, filing claims, or making order and billing adjustments, without manual back-and-forth.

By combining visibility, issue detection, and automated execution in a single AI-powered operational layer, Handled replaces manual coordination with software-driven post-order operations in a large, recurring market tied directly to e-commerce volume.",https://www.itshandled.ai,Summer 2024,B2B,B2B -> Retail,Artificial Intelligence; B2B; Workflow Automation; Logistics; E-commerce,2,Active,Early,9,T4:\bplatform\b; T4:\bworkflow\b; T4:\bautomation\b; T4:\bexecution\b
SciPhi,sciphi,"SciPhi is building R2R, the most advanced retrieval system.","Start your AI application with agentic RAG, ingestion, document management, and more.",https://www.sciphi.ai,W24,B2B,B2B,Artificial Intelligence; Search; Infrastructure; AI,2,Active,Early,9,T2:\bagentic\b; T2:\brag\b; T4:\binfrastructure\b
Relari,relari,Testing and Simulation Stack for GenAI Systems,"Relari helps AI teams simulate, test, and validate complex AI applications throughout the development lifecycle.

We are the company behind continuous-eval, an open-source modular evaluation framework with metrics covering text generation, code generation, retrieval, classification, agents, and other LLM use cases. Our cloud platform generates custom synthetic data and simulates user behavior to stress test and harden GenAI applications.",https://www.relari.ai/,W24,B2B,B2B -> Infrastructure,,2,Active,Early,9,T4:\binfrastructure\b; T4:\bplatform\b; T4:\bframework\b; T4:\bevaluat
Quary,quary,The first in-browser analytics engineering platform,"Quary is the first analytics engineering platform that brings the entire model-test-deploy workflow into the browser. 

At our first customer, a fast-growing fintech company, Quary empowers analysts in the growth team to self-serve, contribute, and reduce reliance on the data engineering team, letting teams ship metrics faster & executives get answers sooner",https://www.quary.dev,W24,B2B,B2B -> Analytics,Artificial Intelligence; Analytics; Data Science; Data Engineering; AI,2,Active,Early,9,T4:\bplatform\b; T4:\bdeploy; T4:\bworkflow\b; T4:\bbrowser\b
Engines,engines,"Tools, context and sandboxes for AI SWEs",Engines is the best platform for AI software engineering agents. AI SWEs will become a fundamental part of every engineering organization. We are building the foundational building blocks to make that a reality.,https://engines.dev,W24,B2B,B2B,Artificial Intelligence; Developer Tools; DevOps; Infrastructure,2,Active,Early,9,T4:\binfrastructure\b; T4:\bplatform\b; T4:\bdeveloper tool; T4:\bcontext\b
OneGrep,onegrep,AI Agent for DevOps Workflow Automation,"OneGrep is a DevOps Agent that helps engineers automate manual devops tasks. It works across integrations that teams have to search, correlate, and operate automated tasks like runbook automation during incidents.

OneGrep specializes across devops tools to help teams release code faster and more reliably so that engineers can spend more time building rather than being trained in bespoke tools like Observability, Ci/Cd, or Infra.
    
Achintya and Brian are technical co-founders who have deep domain expertise in building and operating systems at scale at Coinbase, Disney, and Amazon. Achintya led the Search Team at Disney enabling DisneyPlus to scale to 70M users in two weeks. Brian was a founding engineer on the team that built the Incident Management Platform at Amazon that helps 30k DAUs in Amazon resolve critical incidents every day.
    
https://www.onegrep.dev",https://www.onegrep.dev,W24,B2B,"B2B -> Engineering, Product and Design",Generative AI; B2B; DevOps; Conversational AI,2,Active,Early,9,T4:\bplatform\b; T4:\bobservab; T4:\bworkflow\b; T4:\bautomation\b
Zep AI,zep-ai,The Memory Foundation For Your AI Stack,"Build AI assistants that continually learn and delight users with personalized and accurate experiences. 

## Memory that learns from your users
Zep intelligently learns from user interactions, improving your assistant or agent's knowledge over time. Recall user facts in milliseconds, with Zep adding no latency to your prompt creation.

## Ready for Production and Scale
- Granular Memory Controls: Go beyond semantic search with developer-defined rubrics for user fact relevance. 
- Comprehensive APIs and SDKs: Python, TypeScript, and Go SDKs, with full CRUD control of stored facts.
- SOC 2 and tools for Privacy Compliance.

## Build Consistent and Correct LLM Apps
Zep's Structured Output and Dialog Classification tools build on Zep's memory enabling you to build more accurate and consistent user experiences.

- Extract strongly-typed data from chat history, quickly & accurately: Go beyond your LLM provider's JSON or Structured Output mode with built-in types for datetimes, floats, emails, RegEx patterns, and more.
- Instantly classify conversation state: Understand user intent and emotion, segment users, and more.",https://www.getzep.com/,W24,B2B,B2B,Developer Tools; Infrastructure; AI; Conversational AI; AI Assistant,5,Active,Early,9,T4:\binfrastructure\b; T4:\bdeveloper tool; T4:\bcompliance\b; T4:\bmemory\b
Downlink,downlink,Make your LLMs 3x faster.,"Downlink is a platform that continuously improves your AI.

Boost rate limits, slash latency, and raise accuracy.All through one simple API.",https://downlink.dev/,W24,B2B,B2B -> Infrastructure,Artificial Intelligence; Developer Tools; SaaS; API,1,Active,Early,9,T4:\binfrastructure\b; T4:\bplatform\b; T4:\bdeveloper tool; T4:\bapi\b
CommodityAI,commodityai,AI that automates commodity operations,"CommodityAI builds intelligent automation agents for the most operationally complex businesses in the world: physical commodity traders.

In these environments, critical data is buried in spreadsheets, emails, PDFs, and legacy systems. This makes operations slow, error prone, and heavily reliant on manual work. CommodityAI acts as a digital operator, constantly monitoring and interpreting this unstructured information to keep records accurate and systems up to date.

Our agents read and validate key details from trade confirmations, contracts, shipping updates, and more. They transform scattered data into clean, structured records that flow directly into CTRMs, ERPs, and other internal tools without requiring human input.

At the core is the CommodityAI Platform, a flexible foundation for building and managing agents that integrate with business systems and scale alongside operations.",https://commodityai.io/,W24,B2B,B2B -> Operations,B2B; Workflow Automation; Enterprise Software; AI,3,Active,Early,9,T4:\bplatform\b; T4:\bmonitor; T4:\bworkflow\b; T4:\bautomation\b
OpenFoundry,openfoundry,The fastest developer experience for building on open source AI.,"OpenFoundry is an open source platform that helps engineers build, deploy, and scale their open source AI stack 10x faster. Ship your AI stack with just one line of code. You could think of us as an open source alternative to Hugging Face.

Learn more and check out a demo of this in action in our Launch YC post: https://www.ycombinator.com/launches/KhY-openfoundry-developer-infrastructure-for-open-source-ai",https://www.openfoundry.ai/,W24,B2B,"B2B -> Engineering, Product and Design",Developer Tools; B2B; Open Source; Infrastructure; AI,2,Active,Early,9,T4:\binfrastructure\b; T4:\bplatform\b; T4:\bdeveloper tool; T4:\bdeploy
Tower,tower,Legal due diligence platform powered by AI,"Tower accelerates transactional due diligence via an AI-powered, centralized diligence platform. By consolidating disparate diligence workflows, Tower helps lawyers stay organized, spot issues earlier, and close deals faster.",https://withtower.com,W24,B2B,"B2B -> Engineering, Product and Design",Artificial Intelligence; Workflow Automation; Legal; LegalTech; AI Assistant,2,Active,Early,9,T4:\bplatform\b; T4:\blegal\b; T4:\bworkflow\b; T4:\bautomation\b
